id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
775645647912379518,https://www.airbnb.com/rooms/775645647912379518,20240310234900,2024-03-11,city scrape,Casa Coquette home away from home 2BDRM w/ office,"Welcome to Casa Coquette, your home away from home in the heart of Albany, NY! This charming 2-bedroom and 2-bed house is the perfect place for you to stay during your visit to the area.<br />As soon as you step inside, you'll be greeted by a cozy living room where you can relax and unwind after a busy day. The fully equipped kitchen is perfect for cooking up a delicious meal, and you'll find everything you need to make yourself at home, including a washer, dryer, TV, and WiFi.","Center Square is an eclectic neighborhood located in downtown Albany, N.Y. where lively youth culture meets quiet old elegance.  Albany's premier Center Square neighborhood is located between Empire State Plaza and Washington Park  The neighborhood contains some of the most significant and beautiful architecture in the city. The homes were built mainly between 1850 and 1900, and range from charming wood frame cottages to huge brownstone mansions.   - just a stone's throw to some of the best dining in the city.",https://a0.muscache.com/pictures/miso/Hosting-775645647912379518/original/b566b23a-8b2e-4ccd-9f35-6752a8e9b624.jpeg,115597810,https://www.airbnb.com/users/show/115597810,Massi,2017-02-09,"New York, NY","Mom of one little comedian, world traveler, first responder, real estate investor and future property manager. 
I love podcasts, networking and hosting. Super passionate about helping others.
Please add me on LinkedIn :) !!",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/b8d72fee-c448-4a36-99d7-23fe239eb841.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b8d72fee-c448-4a36-99d7-23fe239eb841.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,2,2,"['email', 'phone', 'work_email']",t,t,"Albany, New York, United States",SIXTH WARD,,42.6518469,-73.7642072,Entire home,Entire home/apt,4,2.0,2 baths,2,2,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Paid parking lot off premises"", ""Free street parking"", ""Dishes and silverware"", ""Rice maker"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Outdoor dining area"", ""Indoor fireplace: wood-burning"", ""Fire extinguisher"", ""Keypad"", ""Free dryer \u2013 In unit"", ""50\"" HDTV with Roku"", ""Self check-in"", ""Dedicated workspace"", ""Fast wifi \u2013 274 Mbps"", ""Blender"", ""Luggage dropoff allowed"", ""First aid kit"", ""Gas stove"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Books and reading material"", ""Hangers"", ""Cleaning available during stay"", ""Dishwasher"", ""Garden view"", ""Shampoo"", ""Ceiling fan"", ""Central heating"", ""Extra pillows and blankets"", ""Central air conditioning"", ""Body soap"", ""Outdoor furniture"", ""Courtyard view"", ""Free washer \u2013 In unit"", ""Oven"", ""Coffee maker"", ""Conditioner"", ""Security cameras on property"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Shared patio or balcony"", ""Long term stays allowed"", ""Cleaning products"", ""Shared backyard"", ""Bed linens"", ""Laundromat nearby""]",$107.00,2,1125,2,60,1125,1125,2.5,1125.0,,t,28,44,44,44,2024-03-11,23,17,1,2022-12-29,2024-02-19,4.78,4.83,4.87,4.83,5.0,4.83,4.83,,f,1,1,0,0,1.57
777068997424722137,https://www.airbnb.com/rooms/777068997424722137,20240310234900,2024-03-11,city scrape,Cozy Private Hideaway,"Kick back and relax in this private, cozy rustic space nestled just a 5 minute walk from Downtown Albany. This beautiful unit will give you all you need for a home away from home.  <br /><br />This unit features one bedroom with one queen bed, smart TV's and  much closet space for your belongings. Wonderful amenities and a comfy setting made for the ideal stay during your visit to Albany.<br /><br />✔ 1 Comfortable Bedroom <br />✔ Fully Equipped Kitchen<br />✔ Open Living Design<br />✔ Smart TVs<br />✔ High-Speed Wi-Fi",This well connected location allows you to easily explore and visit the rest of the city and its surrounding region. Here are some of the surrounding <br /><br />★ Attractions★<br />✔ New York State Capitol<br />✔  New York State Museum<br />✔ Albany Capitol Center<br />✔ Palace Theater<br />✔ Capitol Repertory Theater<br />✔ MVP Arena<br /><br />★ Restaurants ★<br />✔ The Hollow bar + Kitchen<br />✔ Yono's<br />✔ 677 Prime<br />✔ The Cloud Food Hall<br />✔ McGeary's<br />✔ The Skinny Pancake,https://a0.muscache.com/pictures/34e31d4d-5cd8-4f2c-9732-9e10add1ca8e.jpg,442094566,https://www.airbnb.com/users/show/442094566,Queen,2022-01-25,,"",within an hour,100%,91%,f,https://a0.muscache.com/im/pictures/user/User-442094566/original/b28fe847-045d-410f-9b24-e22659117843.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-442094566/original/b28fe847-045d-410f-9b24-e22659117843.jpeg?aki_policy=profile_x_medium,Ten Broeck Triangle,1,3,"['email', 'phone']",t,t,"Albany, New York, United States",THIRD WARD,,42.65725,-73.75065,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Smoke alarm"", ""Cooking basics"", ""Essentials"", ""Wine glasses"", ""Dishes and silverware"", ""City skyline view"", ""Coffee"", ""Safe"", ""Keypad"", ""Heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""First aid kit"", ""Wifi"", ""Gas stove"", ""Dining table"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Coffee maker: Keurig coffee machine"", ""Oven"", ""Private patio or balcony"", ""Private entrance"", ""Refrigerator"", ""Bidet"", ""Cleaning products"", ""Bed linens""]",$100.00,1,730,1,1,730,730,1.0,730.0,,t,0,0,0,0,2024-03-11,46,39,5,2023-01-01,2024-03-03,4.83,4.85,4.83,4.77,4.96,4.62,4.94,,f,1,1,0,0,3.17
782849454465952994,https://www.airbnb.com/rooms/782849454465952994,20240310234900,2024-03-11,city scrape,Quiet Apt near the Empire State Plaza,Enjoy the best of Albany in this peaceful & centrally-located unit in a walkable neighborhood — making it a perfect home away from yours! <br /><br />Enjoy a quick walk down the street to visit the NYS Museum & Empire State Plaza or stroll along the lake in Washington Park. Food lovers will be amazed at the great selection of bars and restaurants within a half-mile of your doorstep!,"Our neighborhood is quiet, safe, and very walkable.",https://a0.muscache.com/pictures/miso/Hosting-782849454465952994/original/870ff437-68d1-42a2-b414-1a5916794c9d.jpeg,491607190,https://www.airbnb.com/users/show/491607190,Abba,2022-12-15,"Albany, NY","",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/6856d48e-41be-4b9b-a0e2-e1e194b69ed4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6856d48e-41be-4b9b-a0e2-e1e194b69ed4.jpg?aki_policy=profile_x_medium,Capitol Hill,6,6,['phone'],t,t,"Albany, New York, United States",SIXTH WARD,,42.65183,-73.76594,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Dishes and silverware"", ""Rice maker"", ""Hair dryer"", ""Coffee"", ""Radiant heating"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Blender"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Backyard"", ""Hangers"", ""Shampoo"", ""Electric stove"", ""Air conditioning"", ""Body soap"", ""Clothing storage: closet"", ""Coffee maker"", ""Conditioner"", ""Security cameras on property"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Patio or balcony"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Smart lock"", ""Bed linens"", ""Laundromat nearby""]",$110.00,1,28,1,1,1125,1125,1.0,1125.0,,t,19,19,19,19,2024-03-11,10,7,1,2023-01-02,2024-02-18,4.9,4.9,5.0,5.0,5.0,4.9,5.0,,t,6,5,1,0,0.69
784781397995494758,https://www.airbnb.com/rooms/784781397995494758,20240310234900,2024-03-11,city scrape,Private bedroom and private bath,"Enjoy private entry (key pad) private bedroom and private bath in my single family home.  I work from home full time so am always here.  My french bulldog, Paris is my shadow.  There is off street parking and private backyard.  One mile to St. Peter's and 2 miles to Albany Med.  Literally minutes to SUNY Albany, NanoTech, Styvesant Plaza shopping and Crossgates Mall shopping center.  If you are coming for Saratoga Track season, I am 45 min drive (with traffic)",,https://a0.muscache.com/pictures/miso/Hosting-784781397995494758/original/569b855e-597a-45b1-b588-e3a1b9bee551.jpeg,491907850,https://www.airbnb.com/users/show/491907850,Donna,2022-12-18,"Albany, NY","This is an ideal spot for college students and healthcare professionals.  My home is 2.5 miles from UAlbany uptown campus and downtown campus.  My home is 2.2 miles from Albany Med, 1.2 miles from St. Peter's.  
The room is private, the bathroom is private (only available to you).  I do not have a separate entrance to the bedroom/bathroom.  There is a 42"" tv in private room.
More affordable than Saratoga during horse racing season and 45 min away",N/A,N/A,100%,f,https://a0.muscache.com/im/pictures/user/30ba11d9-9fe7-4709-a03b-0fd6a6086d3b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/30ba11d9-9fe7-4709-a03b-0fd6a6086d3b.jpg?aki_policy=profile_x_medium,Buckingham Lake,1,1,"['email', 'phone']",t,f,,FOURTEENTH WARD,,42.66298,-73.81361,Private room in home,Private room,1,1.0,1 private bath,1,0,"[""Refrigerator"", ""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Extra pillows and blankets"", ""Free parking on premises"", ""Wifi"", ""Air conditioning"", ""Hot water"", ""Clothing storage: closet"", ""Bed linens"", ""Hangers""]",$60.00,1,14,1,1,14,14,1.0,14.0,,t,24,54,83,83,2024-03-11,11,8,0,2023-02-15,2023-10-20,4.64,4.73,4.64,4.73,4.91,4.64,4.64,,f,1,0,1,0,0.84
786181179052991690,https://www.airbnb.com/rooms/786181179052991690,20240310234900,2024-03-11,previous scrape,Lovely Junior 1BED,This unique place has a style all its own.,,https://a0.muscache.com/pictures/miso/Hosting-786181179052991690/original/95e327eb-69c2-4242-a87e-9eb77f264bc1.jpeg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,2018-05-09,,"I am a devoted mother to my lovely children. I have a passion for health & wellness, gardening, cooking, travel, design and all things beautiful. I am a thoughtful and detail-oriented person. A native to the Capital District, I am eager to ensure my guests enjoy their time in Albany and have a very pleasant stay!",within a day,100%,39%,f,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,8,8,"['email', 'phone']",t,t,,THIRD WARD,,42.65653,-73.76223,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Heating"", ""Self check-in"", ""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Cooking basics"", ""Paid parking on premises"", ""Free parking on premises"", ""Lockbox"", ""First aid kit"", ""Wifi"", ""Carbon monoxide alarm"", ""Kitchen"", ""Fire extinguisher""]",,1,365,1,1,365,365,1.0,365.0,,t,30,60,90,364,2024-03-11,3,3,0,2023-08-11,2024-01-27,5.0,5.0,5.0,5.0,5.0,4.33,5.0,,f,8,8,0,0,0.42
786228331433922432,https://www.airbnb.com/rooms/786228331433922432,20240310234900,2024-03-11,previous scrape,Glam 1BR center square,"Thoughtfully updated with modern amenities and chic designer furnishings this 1 bedroom 1 bathroom apartment will make you look forward to coming home.  This elegant unit is a set in a historic building on one of the most beautiful streets in Albany’s fabulous Center Square neighborhood. Footsteps away from great restaurants, cafes, and upscale nightlife.  This location is convenient to all thing’s capital region and less than a mile from Albany Med and St. Peter’s hospital!",,https://a0.muscache.com/pictures/miso/Hosting-786228331433922432/original/1a475e4d-423e-4168-baf5-13054ff23256.jpeg,188679144,https://www.airbnb.com/users/show/188679144,Elizabeth,2018-05-09,,"I am a devoted mother to my lovely children. I have a passion for health & wellness, gardening, cooking, travel, design and all things beautiful. I am a thoughtful and detail-oriented person. A native to the Capital District, I am eager to ensure my guests enjoy their time in Albany and have a very pleasant stay!",within a day,100%,39%,f,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-188679144/original/72841625-24cd-4625-95d9-1c832c13775a.jpeg?aki_policy=profile_x_medium,Center Square & Hudson/Park,8,8,"['email', 'phone']",t,t,,SIXTH WARD,,42.65322,-73.76249,Entire rental unit,Entire home/apt,2,,1 bath,1,,"[""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Dishes and silverware"", ""Coffee"", ""Radiant heating"", ""Fire extinguisher"", ""Self check-in"", ""TV"", ""Dedicated workspace"", ""Paid parking on premises"", ""Lockbox"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Washer"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Shampoo"", ""Body soap"", ""Oven"", ""Coffee maker"", ""Conditioner"", ""Baking sheet"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Bed linens""]",,2,365,2,2,365,365,2.0,365.0,,t,30,60,90,364,2024-03-11,3,3,1,2023-10-02,2024-02-18,4.67,4.67,4.67,4.67,5.0,5.0,4.67,,f,8,8,0,0,0.56
786316043239579100,https://www.airbnb.com/rooms/786316043239579100,20240310234900,2024-03-11,city scrape,Elegant newly renovated cozy smart apartment,"Guests will enjoy this fully renovated smart home one bed/bath ground level appt with elegant touches. The living space features a sleeper sofa, rotating 65 inch smart LED TV and window AC unit. This space is also open to a 4 seat Dining table, movable 3 seat bench and an updated kitchen. Kitchen is fully equipped with the cooking necessities.<br /><br />The bedroom includes a 55 inch smart LED TV and desktop workspace and window AC unit. Stackable washer/dryer appliances are available as well.",,https://a0.muscache.com/pictures/miso/Hosting-786316043239579100/original/e5c19a22-b9c3-4568-82c2-2c641c8972af.jpeg,253824490,https://www.airbnb.com/users/show/253824490,Tomar & Kash,2019-04-07,"Valley Stream, NY","",within a few hours,80%,95%,f,https://a0.muscache.com/im/pictures/user/73dd43af-6fbb-4cc3-8556-20a23647a5f4.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/73dd43af-6fbb-4cc3-8556-20a23647a5f4.jpg?aki_policy=profile_x_medium,Arbor Hill,1,2,"['email', 'phone']",t,f,,FIFTH WARD,,42.6591503133547,-73.75431932508945,Entire rental unit,Entire home/apt,4,1.0,1 bath,1,1,"[""Microwave"", ""Iron"", ""Board games"", ""Shower gel"", ""Smoke alarm"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Room-darkening shades"", ""Clothing storage: wardrobe and dresser"", ""Single level home"", ""Hair dryer"", ""Fast wifi \u2013 458 Mbps"", ""Coffee"", ""LG refrigerator"", ""Fire extinguisher"", ""Keypad"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Kitchen"", ""Toaster"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Hangers"", ""Shampoo"", ""Central heating"", ""65\"" HDTV with Netflix, HBO Max, Amazon Prime Video"", ""Window AC unit"", ""Coffee maker: Keurig coffee machine"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Body soap"", ""Oven"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Security cameras on property"", ""Baking sheet"", ""Private entrance"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Whirlpool gas stove"", ""Bed linens""]",$105.00,2,1125,2,2,1125,1125,2.0,1125.0,,t,0,14,44,250,2024-03-11,31,27,0,2023-02-03,2023-12-13,4.74,4.87,4.87,4.84,4.84,4.23,4.61,,f,1,1,0,0,2.31
787023821243442039,https://www.airbnb.com/rooms/787023821243442039,20240310234900,2024-03-11,city scrape,*The Allen House* NEW! Gorgeous Apt - Sleeps 8,"Settle into Albany at the Allen House. This newly renovated apartment will be perfect for your time in the capital of NY. The house is in an unbeatable location with restaurants and stores just around the corner; a few of our favorites are Juniors & Madison Cafe. You can also find a movie theatre, grocery store walking distance to our location. Free street parking only. Book today to ensure your dates!<br /><br />10 minute drive to the heart of downtown<br />16 minute drive to Albany International Airport","Located in a great residential area with walking distance to restaurants, bars and shopping.",https://a0.muscache.com/pictures/miso/Hosting-787023821243442039/original/8c956daa-7b34-426a-bd33-2ea84a8b432b.jpeg,349460842,https://www.airbnb.com/users/show/349460842,Scott,2020-06-10,"Albany, NY",Hi my name is Scott Guadagnino. I’ve been in the Albany area for 9 years. Went to school in South Carolina. We love hosting and having guests at our 4 Airbnb’s!,within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-349460842/original/b19931f2-cd8b-4aec-96be-ecf0a6a0161d.jpeg?aki_policy=profile_x_medium,Pine Hills,5,5,"['email', 'phone']",t,t,"Albany, New York, United States",FOURTEENTH WARD,,42.6653,-73.7943,Entire home,Entire home/apt,8,2.0,2 baths,3,4,"[""Samsung gas stove"", ""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Indoor fireplace: electric"", ""Essentials"", ""Cooking basics"", ""Wine glasses"", ""Shared backyard \u2013 Not fully fenced"", ""Free street parking"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Fire extinguisher"", ""Keypad"", ""Stainless steel oven"", ""Free dryer \u2013 In unit"", ""50\"" HDTV with Roku"", ""Heating"", ""Self check-in"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Wifi"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Ceiling fan"", ""Window AC unit"", ""Extra pillows and blankets"", ""Body soap"", ""Outdoor furniture"", ""Free washer \u2013 In unit"", ""Clothing storage: closet"", ""Private patio or balcony"", ""Paid street parking off premises"", ""Conditioner"", ""Security cameras on property"", ""Baking sheet"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Bed linens""]",$185.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-03-11,50,49,2,2023-02-27,2024-02-25,4.94,4.92,4.98,4.92,4.94,4.78,4.82,,f,5,4,1,0,3.96
788301415655396660,https://www.airbnb.com/rooms/788301415655396660,20240310234900,2024-03-11,city scrape,Spacious 2 bed w/parking,"Keep it simple at this peaceful and centrally-located place. Right off highway and close to MVP center, Capital, convention center and more. Open living room/kitchen with high ceilings and natural light. Located in elevator building with off street parking.",,https://a0.muscache.com/pictures/miso/Hosting-685446734667752866/original/77e90f54-3391-4681-a1e3-9fed26e9ed79.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within an hour,99%,99%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,23,48,"['email', 'phone']",t,t,,SECOND WARD,,42.64324,-73.75732,Entire rental unit,Entire home/apt,4,1.5,1.5 baths,2,2,"[""Refrigerator"", ""Heating"", ""Self check-in"", ""Iron"", ""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Cooking basics"", ""Kitchen"", ""Free parking on premises"", ""First aid kit"", ""Air conditioning"", ""Wifi"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Coffee maker"", ""Smart lock"", ""Security cameras on property"", ""Pets allowed"", ""Fire extinguisher""]",$150.00,1,365,1,1,1125,1125,1.0,1125.0,,t,0,0,0,0,2024-03-11,39,34,1,2023-01-01,2024-02-25,4.88,4.92,4.92,4.95,4.97,4.38,4.85,,t,22,22,0,0,2.68
793223286704705121,https://www.airbnb.com/rooms/793223286704705121,20240310234900,2024-03-11,city scrape,Cozy & Boho One Bed Apartment,"Whether your stay is for one night or one hundred nights, this cozy apartment is equipped to suit all guests needs, especially those in need of a long stay. Located right across the street from Washington Park, this apartment is within walking distance or a short drive to all that Albany has to offer and only a 5 minute walk to Albany Medical Center. This is a self check in property. By booking with us you affirm that you understand the check-in instructions and have the ability to do so.",,https://a0.muscache.com/pictures/prohost-api/Hosting-793223286704705121/original/48333700-e2e0-430c-bb89-4c2568697ab3.jpeg,462767507,https://www.airbnb.com/users/show/462767507,Joshua,2022-06-05,"Albany, NY","Hi, we're Josh & Ashley, founders of Capital Region Rentals. Check out our reviews on Capital Region Rentals .com! My wife and I love our city and we're happy that we get to host you along your adventure! Our goal is to create unique experiences for each of our guests and to have just a small part in your traveling experience. Come stay with us!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b38b5c9e-c6a3-4c29-8c6d-658d9aa7fd8f.jpg?aki_policy=profile_x_medium,Center Square & Hudson/Park,4,4,"['email', 'phone']",t,t,,SIXTH WARD,,42.65489,-73.77061,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Microwave"", ""Wine glasses"", ""Smoke alarm"", ""Shower gel"", ""Essentials"", ""Free street parking"", ""Portable fans"", ""Dishes and silverware"", ""Hair dryer"", ""Coffee"", ""Paid washer \u2013 In building"", ""Fire extinguisher"", ""Irish Spring body soap"", ""Paid dryer \u2013 In building"", ""Self check-in"", ""Lockbox"", ""Wifi"", ""Gas stove"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Toaster"", ""Hangers"", ""Window AC unit"", ""Extra pillows and blankets"", ""Park view"", ""Oven"", ""Security cameras on property"", ""Pets allowed"", ""Baking sheet"", ""Refrigerator"", ""Head & Shoulders shampoo"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Clothing storage: closet and dresser"", ""44\"" HDTV with premium cable"", ""Bed linens"", ""Laundromat nearby""]",$102.00,3,366,3,3,1125,1125,3.0,1125.0,,t,16,46,76,345,2024-03-11,11,10,0,2023-02-11,2023-12-02,5.0,5.0,5.0,5.0,5.0,4.55,5.0,,f,4,4,0,0,0.84
794723189688979530,https://www.airbnb.com/rooms/794723189688979530,20240310234900,2024-03-11,city scrape,Updated 3/1 unit for Professionals and Families,"If you are a traveling professional, or parents visiting your young adult, enjoy this  stylish home at this centrally-located place. You are 10 minutes from NY State Capital, Suny Albany, Albany Medical Center, etc. The home is 1st floor unit in two family house, which was recently renovated 3 bedrooms and 1 bath. It includes all amenities and functioning washer, dryer and dishwasher. It meets all your needs and a restful stay, close main attractions.",,https://a0.muscache.com/pictures/miso/Hosting-794723189688979530/original/dd6d97c1-bd94-4e4d-9761-e1d2ff4fdba4.jpeg,20144241,https://www.airbnb.com/users/show/20144241,Carla,2014-08-17,"Northampton, PA","Live, laugh and love. It's my motto for life. I hope you enjoy my home. It's my peaceful and soothing sanctuary from long week(s) at work. I travel for work, so I would love someone to enjoy my home as well. 

It has newly updated kitchen, baths with a spa steam shower. ",within an hour,100%,98%,f,https://a0.muscache.com/im/pictures/user/55e3da78-e007-455a-b2d5-6ce7e0302d7a.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/55e3da78-e007-455a-b2d5-6ce7e0302d7a.jpg?aki_policy=profile_x_medium,West Hill,2,2,"['email', 'phone']",t,t,,FIFTH WARD,,42.67283,-73.77367,Entire rental unit,Entire home/apt,6,1.0,1 bath,3,3,"[""Microwave"", ""Iron"", ""Smoke alarm"", ""Shower gel"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Dishes and silverware"", ""Room-darkening shades"", ""Hair dryer"", ""Coffee"", ""Radiant heating"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Dedicated workspace"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""TV with Fire TV"", ""First aid kit"", ""Wifi"", ""Hot water kettle"", ""Dining table"", ""Freezer"", ""Hot water"", ""Carbon monoxide alarm"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Hangers"", ""Dishwasher"", ""Shampoo"", ""Ceiling fan"", ""Body soap"", ""Oven"", ""Free washer \u2013 In unit"", ""Conditioner"", ""Security cameras on property"", ""Pets allowed"", ""Private entrance"", ""Refrigerator"", ""Bathtub"", ""Long term stays allowed"", ""Cleaning products"", ""Stove"", ""Smart lock"", ""Bed linens""]",$104.00,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,6,280,2024-03-11,6,6,0,2023-05-28,2023-11-21,4.33,4.83,4.83,4.83,4.83,4.0,4.67,,t,1,1,0,0,0.62
795541666227926706,https://www.airbnb.com/rooms/795541666227926706,20240310234900,2024-03-11,city scrape,Victorian Mansion on Washington Park,"Located across from Washington Park in Albany, New York. 7 room inn with parking. Whole house rental has 7 queen beds and one twin.",,https://a0.muscache.com/pictures/miso/Hosting-795541666227926706/original/0685ee9b-0ffc-442d-bf4f-06b59cf4c9c7.jpeg,493882819,https://www.airbnb.com/users/show/493882819,Terra,2023-01-02,"Voorheesville, NY","",within an hour,90%,96%,f,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/344a937d-2fa9-41da-9f45-e63d80120abf.jpg?aki_policy=profile_x_medium,Park South,6,6,"['email', 'phone']",t,t,,NINTH WARD,,42.656329,-73.7752048,Private room in bed and breakfast,Private room,15,7.0,7 baths,7,8,"[""TV"", ""Smoke alarm"", ""Dedicated workspace"", ""Free parking on premises"", ""First aid kit"", ""Air conditioning"", ""Washer"", ""Wifi"", ""BBQ grill"", ""Carbon monoxide alarm"", ""Kitchen"", ""Pets allowed"", ""Fire extinguisher"", ""Indoor fireplace""]",$628.00,1,365,1,1,365,365,1.0,365.0,,t,1,25,40,300,2024-03-11,1,1,0,2023-08-13,2023-08-13,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,t,6,0,6,0,0.14
